frame_id,person_id,keypoint_id,x,y,confidence
2,1,2,811.20483,556.7453,0.5563722
2,1,3,810.35095,553.5684,0.02600172
2,1,4,804.6026,551.05676,0.654751
2,1,5,794.92456,549.64026,0.66545564
2,1,6,785.3701,551.61847,0.867198
2,1,7,796.8145,549.44336,0.3416262
2,1,8,783.36346,562.75916,0.81875414
2,1,9,806.6824,549.604,0.4685581
2,1,10,791.51166,572.91705,0.79730844
2,1,11,759.6804,566.8817,0.89853203
2,1,12,751.24695,568.7761,0.9380196
2,1,13,789.6098,594.11896,0.91042274
2,1,14,780.52484,597.6909,0.95976233
2,1,15,779.61725,621.80646,0.89777035
2,1,16,770.51733,628.171,0.9443084
3,0,0,704.78253,409.88736,0.8489949
3,0,1,705.4833,404.97473,0.3122711
3,0,2,701.50336,406.63226,0.8652549
3,0,3,690.73425,400.64758,0.13619903
3,0,4,691.205,406.4853,0.9550528
3,0,5,666.18195,409.96945,0.9885445
3,0,6,692.37787,427.24396,0.9925264
3,0,7,643.80774,416.89078,0.9338382
3,0,8,692.17426,462.70593,0.9700991
3,0,9,648.50525,434.97287,0.9132728
3,0,10,698.42,484.25232,0.94676566
3,0,11,647.2592,463.46066,0.99499375
3,0,12,668.7317,469.35614,0.99568427
3,0,13,642.1481,499.7873,0.989427
3,0,14,689.6227,496.2798,0.9910494
3,0,15,634.5834,537.64923,0.9690437
3,0,16,698.29584,530.3657,0.9723157
4,0,0,704.7647,409.9007,0.84988207
4,0,1,705.4214,405.02383,0.31029767
4,0,2,701.54346,406.64322,0.86654955
4,0,3,690.5513,400.72812,0.1354561
4,0,4,691.25366,406.45993,0.95637476
4,0,5,666.0578,410.0879,0.98885286
4,0,6,692.24963,427.10834,0.99277
4,0,7,643.5423,417.0493,0.9357351
4,0,8,691.9826,462.44913,0.971367
4,0,9,648.3801,435.47153,0.91548234
4,0,10,698.7326,484.3211,0.9487919
4,0,11,647.1495,463.5603,0.9950439
4,0,12,668.6341,469.32388,0.99574125
4,0,13,642.19446,500.12964,0.9891506
4,0,14,689.95386,496.2445,0.99086654
4,0,15,634.4811,537.6627,0.96751016
4,0,16,698.8475,530.2147,0.97106355
5,0,0,703.9812,409.3272,0.83722955
5,0,1,704.97864,404.3763,0.30953377
5,0,2,700.76575,405.89383,0.86043084
5,0,3,690.6871,400.40192,0.13852961
5,0,4,690.70544,405.85107,0.95167845
5,0,5,666.4078,411.08777,0.9832792
5,0,6,691.1797,426.54324,0.9913186
5,0,7,643.9662,416.3798,0.8908624
5,0,8,690.4495,457.5619,0.9627907
5,0,9,645.68524,432.79468,0.8618163
5,0,10,693.89343,475.88626,0.93331355
5,0,11,646.79486,464.401,0.99275184
5,0,12,667.19543,469.45303,0.9945393
5,0,13,641.55054,501.0072,0.98511595
5,0,14,687.8247,496.80554,0.9891431
5,0,15,634.1538,535.8644,0.9615689
5,0,16,697.97076,527.0243,0.96934927
6,0,0,702.44946,406.95172,0.79256874
6,0,1,703.4219,402.08942,0.27608427
6,0,2,699.4205,403.61047,0.8251697
6,0,3,688.3708,398.2646,0.15690453
6,0,4,689.8741,403.91943,0.9473651
6,0,5,664.6781,408.32495,0.9804262
6,0,6,689.8502,424.35812,0.990546
6,0,7,643.27936,414.192,0.84671724
6,0,8,687.46954,456.07678,0.9502958
6,0,9,645.8661,429.38477,0.79174304
6,0,10,687.7072,471.774,0.90195876
6,0,11,646.3271,461.38986,0.9925092
6,0,12,667.329,466.69736,0.99461055
6,0,13,640.997,499.91382,0.98683363
6,0,14,687.142,495.87622,0.9908324
6,0,15,634.28125,537.232,0.9706546
6,0,16,698.8979,528.74615,0.9775403
7,0,0,702.74255,402.80923,0.8437734
7,0,1,703.7985,397.71405,0.3227169
7,0,2,699.2842,399.5539,0.8744411
7,0,3,688.6297,395.07632,0.12698333
7,0,4,688.5176,401.42294,0.9531338
7,0,5,666.01715,407.0921,0.9781464
7,0,6,688.04865,423.0795,0.9880212
7,0,7,647.43665,407.76675,0.8373942
7,0,8,690.0149,451.31192,0.93686557
7,0,9,643.3359,412.8917,0.8098285
7,0,10,689.5031,457.786,0.89986545
7,0,11,647.7474,461.07532,0.9915098
7,0,12,666.5466,465.61993,0.9934202
7,0,13,640.23456,499.83893,0.9874648
7,0,14,686.0989,491.18256,0.99043405
7,0,15,632.25055,538.04065,0.9739159
7,0,16,699.619,521.5647,0.9787935
8,0,0,702.0127,398.20004,0.39378473
8,0,1,701.8006,393.96344,0.08035213
8,0,2,699.8712,395.39743,0.38205975
8,0,3,683.0094,392.84305,0.18233652
8,0,4,692.53015,398.854,0.8802681
8,0,5,664.5322,405.53735,0.98248833
8,0,6,690.5985,420.0454,0.9871406
8,0,7,644.8257,406.45212,0.88601273
8,0,8,691.25757,445.5869,0.93151695
8,0,9,644.15063,412.75928,0.79865205
8,0,10,688.4443,457.79175,0.8470382
8,0,11,648.34784,459.11017,0.9960472
8,0,12,670.218,463.29648,0.9964585
8,0,13,638.92413,499.61414,0.99113137
8,0,14,688.3952,492.5702,0.9918426
8,0,15,630.44867,536.58795,0.97455436
8,0,16,703.6673,519.2747,0.97619265
9,0,0,702.12256,398.29834,0.40024245
9,0,1,701.9029,394.05325,0.081946924
9,0,2,699.9928,395.5089,0.3887157
9,0,3,683.1111,392.93057,0.18288764
9,0,4,692.6714,398.97632,0.88194466
9,0,5,664.7157,405.7784,0.9827077
9,0,6,690.5786,420.26968,0.9872398
9,0,7,644.9423,406.54648,0.8879069
9,0,8,691.20044,445.83777,0.9324279
9,0,9,644.3843,412.64105,0.80242133
9,0,10,688.60565,457.6263,0.84961146
9,0,11,648.11743,459.44208,0.9959764
9,0,12,669.9111,463.55667,0.9963826
9,0,13,638.8101,499.63593,0.99080676
9,0,14,688.50366,492.1974,0.9915258
9,0,15,629.4406,536.45685,0.9733758
9,0,16,703.5029,518.7673,0.9750744
10,0,0,701.88074,399.33838,0.21543472
10,0,1,701.7966,394.35022,0.03685565
10,0,2,699.706,396.25702,0.20076582
10,0,3,680.361,392.65784,0.18676949
10,0,4,692.78845,400.35388,0.87615633
10,0,5,661.24963,406.58325,0.9903656
10,0,6,691.0768,422.17233,0.98168933
10,0,7,639.1918,409.38068,0.90708697
10,0,8,691.08923,444.3091,0.82236886
10,0,9,644.03357,422.30063,0.7295982
10,0,10,681.3871,444.17694,0.5876013
10,0,11,647.18896,462.41745,0.99815327
10,0,12,672.1232,466.3549,0.99730396
10,0,13,635.24884,499.44635,0.99638015
10,0,14,685.30505,493.69928,0.99411386
10,0,15,625.49774,536.5771,0.99073046
10,0,16,700.3004,516.86316,0.98607165
11,0,0,696.50696,402.12155,0.114353314
11,0,1,695.2817,398.15878,0.036759138
11,0,2,695.6978,399.26614,0.08737031
11,0,3,676.2889,397.2409,0.3430155
11,0,4,692.92114,402.28775,0.71698684
11,0,5,662.4158,412.20697,0.97452104
11,0,6,691.02686,426.02362,0.976828
11,0,7,640.54016,417.2336,0.8130871
11,0,8,692.24786,455.2525,0.82496166
11,0,9,640.7028,423.65897,0.5625814
11,0,10,689.61816,467.5923,0.526537
11,0,11,647.4785,464.05814,0.99178195
11,0,12,671.3521,468.88574,0.99136996
11,0,13,638.13837,495.94977,0.9732493
11,0,14,689.5469,493.20892,0.9693057
11,0,15,621.6392,528.70593,0.9297451
11,0,16,700.04456,520.1122,0.92331374
12,0,0,693.6234,407.45413,0.13522123
12,0,1,692.6173,403.45764,0.036944143
12,0,2,692.57745,403.7433,0.12038931
12,0,3,671.70905,403.0782,0.36204308
12,0,4,688.7323,405.51047,0.8623943
12,0,5,653.1265,420.23895,0.98606616
12,0,6,689.7488,427.44397,0.98085254
12,0,7,631.811,442.5842,0.772254
12,0,8,693.45325,456.41885,0.693804
12,0,9,633.4042,471.0038,0.34949347
12,0,10,682.72595,463.78528,0.27345902
12,0,11,646.6113,474.09464,0.99221146
12,0,12,676.35736,476.94666,0.99027133
12,0,13,634.32434,500.65393,0.9698187
12,0,14,691.76294,502.38916,0.95859265
12,0,15,615.65924,537.49615,0.9283889
12,0,16,698.08307,536.20557,0.9060659
13,0,0,666.14716,418.23804,0.03781484
13,0,1,667.57367,414.1025,0.038171962
13,0,2,667.7263,414.80685,0.02414221
13,0,3,661.97485,414.82892,0.7485237
13,0,4,682.7327,417.7215,0.6212355
13,0,5,649.05457,432.73413,0.9745619
13,0,6,690.52026,440.7095,0.96349615
13,0,7,632.21716,448.04855,0.7875551
13,0,8,692.4466,470.49677,0.6771079
13,0,9,638.60675,448.43863,0.35110983
13,0,10,683.8933,484.78067,0.27538368
13,0,11,650.69995,489.55804,0.87761706
13,0,12,679.9156,492.30786,0.8583036
13,0,13,635.10864,509.4143,0.2717355
13,0,14,675.70197,512.51855,0.22149721
13,0,15,633.6,536.7998,0.077388644
13,0,16,673.8701,540.0244,0.06484836
14,0,0,664.65967,417.28967,0.042013783
14,0,1,666.2962,413.21262,0.043667905
14,0,2,666.53125,413.9257,0.024218872
14,0,3,662.5659,414.12976,0.7806786
14,0,4,682.69,416.9912,0.6106176
14,0,5,649.9298,432.0442,0.9795625
14,0,6,690.6636,440.11783,0.969244
14,0,7,632.6098,447.84665,0.8224213
14,0,8,692.7067,470.5214,0.70321465
14,0,9,637.1791,449.23883,0.3937475
14,0,10,684.7999,485.45688,0.29775956
14,0,11,651.81744,488.52234,0.8965312
14,0,12,680.2525,491.31012,0.87751716
14,0,13,635.2891,509.65894,0.29850635
14,0,14,674.8436,512.9347,0.23825336
14,0,15,634.044,536.37463,0.081502125
14,0,16,673.1386,539.7334,0.066633455
14,1,0,746.81647,484.76334,0.097323924
14,1,1,745.47046,480.55862,0.02963062
14,1,2,746.5031,480.56128,0.09265364
14,1,3,726.3077,481.06464,0.24793708
14,1,4,744.224,483.286,0.65106845
14,1,5,714.7763,502.40454,0.8296802
14,1,6,743.5882,507.8681,0.97286814
14,1,7,711.7917,531.6799,0.26816228
14,1,8,753.20447,541.43396,0.8719485
14,1,9,717.6484,554.68463,0.110456534
14,1,10,759.89484,566.1675,0.5442218
14,1,11,709.8718,554.33746,0.8263296
14,1,12,731.1535,557.702,0.93086207
14,1,13,704.2029,576.6384,0.4178787
14,1,14,734.3251,584.0601,0.6839169
14,1,15,698.97754,609.6118,0.21776535
14,1,16,731.6644,616.9998,0.3869973
15,0,0,655.8768,422.62933,0.08011429
15,0,1,657.3666,419.01987,0.08876336
15,0,2,658.7759,419.30502,0.02309531
15,0,3,658.52625,420.36765,0.7707815
15,0,4,677.0157,421.87558,0.23118523
15,0,5,649.7488,439.2231,0.9613776
15,0,6,685.03674,444.17422,0.9106948
15,0,7,633.7362,452.42545,0.802524
15,0,8,685.9151,470.35025,0.4619719
15,0,9,638.1479,445.7479,0.45224962
15,0,10,671.17206,482.18274,0.21386439
15,0,11,646.9363,497.77496,0.85075444
15,0,12,670.23944,498.903,0.79196596
15,0,13,638.8875,521.9181,0.2647329
15,0,14,665.9073,523.63605,0.17309128
15,0,15,644.0353,545.6073,0.07711437
15,0,16,661.6332,547.2677,0.053255733
16,0,0,726.23004,469.70932,0.044836417
16,0,1,725.4462,465.76917,0.015018979
16,0,2,726.1539,465.9015,0.027886784
16,0,3,710.1148,465.54276,0.50475246
16,0,4,728.29553,467.9751,0.66251934
16,0,5,695.9633,484.30203,0.98537123
16,0,6,730.37463,490.61145,0.9951514
16,0,7,671.1074,500.6546,0.8690737
16,0,8,744.51,520.85486,0.9719662
16,0,9,678.95197,501.1742,0.5459707
16,0,10,756.0727,542.0298,0.8089421
16,0,11,693.53656,540.56836,0.99348265
16,0,12,714.6728,543.19025,0.996425
16,0,13,698.7903,572.81964,0.92752564
16,0,14,716.31464,577.8929,0.9600356
16,0,15,700.4228,608.5062,0.6625116
16,0,16,712.66125,608.348,0.75703377
16,1,0,651.7808,424.1721,0.033357076
16,1,1,652.27167,421.1069,0.037100576
16,1,2,654.1692,421.26746,0.016468138
16,1,3,649.93005,422.95303,0.71574336
16,1,4,668.96924,423.60858,0.43033376
16,1,5,641.25446,439.4299,0.9676826
16,1,6,677.61383,443.02084,0.9524769
16,1,7,625.5844,451.214,0.8208426
16,1,8,682.4596,464.2809,0.68315977
16,1,9,628.8836,447.78094,0.45160568
16,1,10,675.5922,471.68768,0.33038074
16,1,11,646.63654,490.51135,0.91629475
16,1,12,670.6078,491.5426,0.89778525
16,1,13,636.59717,520.4317,0.39118263
16,1,14,667.8993,521.8679,0.3224464
16,1,15,637.239,539.2751,0.11942216
16,1,16,663.3955,540.6293,0.09932427
17,0,0,721.48364,459.89056,0.09903871
17,0,1,719.45013,455.70023,0.02806392
17,0,2,721.08966,455.71097,0.06101008
17,0,3,702.36334,456.4983,0.550619
17,0,4,722.21265,458.04312,0.796517
17,0,5,689.5649,479.2671,0.9949727
17,0,6,726.54315,483.10913,0.9975279
17,0,7,668.2024,501.36823,0.94316274
17,0,8,738.85376,516.0039,0.97992694
17,0,9,667.00653,505.70947,0.759328
17,0,10,752.7597,538.5068,0.8758086
17,0,11,691.8013,536.7438,0.9981693
17,0,12,714.77454,538.098,0.9987477
17,0,13,696.73456,577.5655,0.9835307
17,0,14,715.15405,577.9867,0.98869413
17,0,15,693.7804,613.3711,0.8926106
17,0,16,708.2218,609.80963,0.91711855
18,0,0,700.2599,448.2925,0.08358059
18,0,1,699.74194,444.26968,0.03819382
18,0,2,701.5322,444.6684,0.038741756
18,0,3,690.5097,445.98587,0.6695131
18,0,4,710.1158,447.02148,0.64875257
18,0,5,679.01355,469.52518,0.99504745
18,0,6,717.58545,472.26877,0.9943711
18,0,7,663.5351,496.07288,0.96165556
18,0,8,728.2463,503.6131,0.9543051
18,0,9,656.948,517.4603,0.81139106
18,0,10,734.6513,527.9133,0.79381424
18,0,11,683.3055,525.219,0.99702805
18,0,12,707.7014,526.42786,0.9969566
18,0,13,687.9357,567.9714,0.97650117
18,0,14,710.12787,570.6727,0.97600764
18,0,15,693.47363,615.92566,0.8642837
18,0,16,708.37683,614.5495,0.8619238
18,1,0,617.0833,422.90982,0.012961251
18,1,1,617.90814,419.7487,0.016755227
18,1,2,618.6655,419.2114,0.0069925394
18,1,3,615.13165,421.77594,0.695979
18,1,4,634.98895,419.9668,0.45200613
18,1,5,609.48865,439.60074,0.9645169
18,1,6,648.77966,438.6228,0.95146537
18,1,7,597.6054,458.8203,0.78646433
18,1,8,655.7773,463.8524,0.6454991
18,1,9,597.96576,460.53915,0.36233634
18,1,10,645.0105,476.4781,0.2698951
18,1,11,621.44006,489.0287,0.952
18,1,12,648.22974,488.0434,0.9435076
18,1,13,611.04913,507.78894,0.77777183
18,1,14,641.9486,506.66956,0.7301867
18,1,15,613.99554,539.49384,0.54700047
18,1,16,644.0234,537.7568,0.5023804
19,0,0,700.1843,448.29645,0.0842317
19,0,1,699.6813,444.27386,0.038465973
19,0,2,701.4407,444.68564,0.038483843
19,0,3,690.5198,445.9595,0.67273164
19,0,4,710.023,447.01468,0.6484169
19,0,5,678.9866,469.48825,0.9953963
19,0,6,717.5845,472.3181,0.9944918
19,0,7,663.33887,495.9831,0.96497214
19,0,8,728.21454,503.6983,0.955023
19,0,9,656.3306,517.3092,0.82448006
19,0,10,734.583,527.58795,0.7982188
19,0,11,683.5239,525.32745,0.9972875
19,0,12,707.9354,526.56226,0.99714273
19,0,13,687.9704,567.50745,0.9787362
19,0,14,710.1657,570.1707,0.97757506
19,0,15,693.40594,615.59436,0.87464267
19,0,16,708.1398,613.9459,0.86960554
19,1,0,616.99475,423.0916,0.012401753
19,1,1,617.8287,419.9024,0.016430814
19,1,2,618.63635,419.34982,0.0066154213
19,1,3,615.19,421.89114,0.6997928
19,1,4,635.1345,420.0606,0.43952468
19,1,5,609.4938,439.68988,0.9648406
19,1,6,648.9811,438.75665,0.9511427
19,1,7,597.379,458.52005,0.7780924
19,1,8,656.0415,463.90225,0.6259324
19,1,9,597.94135,459.6678,0.35003316
19,1,10,645.0909,476.60663,0.25465584
19,1,11,621.46643,488.82825,0.9595361
19,1,12,648.65607,487.87973,0.9519971
19,1,13,611.14465,505.97827,0.8439494
19,1,14,643.16284,504.86707,0.80556965
19,1,15,613.695,541.01886,0.68579435
19,1,16,645.8002,539.19977,0.64436287
20,0,0,695.04144,444.6682,0.065934025
20,0,1,694.54047,440.44516,0.031180248
20,0,2,696.0536,440.7127,0.032631263
20,0,3,685.1928,441.68805,0.6133907
20,0,4,704.5848,442.37778,0.6215142
20,0,5,674.47943,464.4178,0.992415
20,0,6,712.43866,465.71985,0.99253887
20,0,7,661.42017,491.65356,0.94420797
20,0,8,723.1209,497.26196,0.9411621
20,0,9,655.9062,512.37555,0.7634902
20,0,10,726.73267,520.6504,0.7477059
20,0,11,680.3608,521.36115,0.9966223
20,0,12,704.81177,521.64984,0.9966298
20,0,13,683.4907,568.47205,0.9802172
20,0,14,705.38135,566.8344,0.9788503
20,0,15,691.11475,615.2658,0.90876764
20,0,16,705.04254,609.8356,0.90512645
20,1,0,600.03406,418.71143,0.05365746
20,1,1,601.4127,415.77585,0.08161224
20,1,2,602.24255,415.29446,0.011089895
20,1,3,605.87134,418.46432,0.8437186
20,1,4,619.641,416.3467,0.15734541
20,1,5,606.99243,437.59436,0.97788084
20,1,6,631.59735,435.32455,0.93935686
20,1,7,605.1148,463.30505,0.8495258
20,1,8,642.03644,463.26706,0.42655924
20,1,9,603.4592,474.2653,0.4851364
20,1,10,639.6568,479.38562,0.18079042
20,1,11,621.08563,484.06152,0.97279876
20,1,12,638.14484,482.8334,0.9561063
20,1,13,607.61707,510.31128,0.9171149
20,1,14,632.82745,508.97424,0.85147583
20,1,15,610.545,541.22974,0.8439418
20,1,16,638.9707,538.5811,0.76919
20,2,0,695.1113,445.93573,0.05110395
20,2,1,695.5224,441.87158,0.038400866
20,2,2,696.0182,442.22488,0.038850818
20,2,3,684.6804,443.15747,0.76881826
20,2,4,704.22076,444.17343,0.78144723
20,2,5,674.4854,465.29056,0.9901777
20,2,6,713.1154,467.06326,0.98703176
20,2,7,660.6722,494.9616,0.8777242
20,2,8,723.9747,498.10706,0.84709924
20,2,9,656.90625,513.00385,0.45529628
20,2,10,722.8053,519.64087,0.42087272
20,2,11,680.9075,517.16016,0.93767273
20,2,12,707.88745,517.6836,0.9300509
20,2,13,674.06604,535.35657,0.38482094
20,2,14,713.0861,535.2541,0.3595198
20,2,15,676.0739,564.3753,0.107307024
20,2,16,719.40283,564.5291,0.09943304
21,0,0,685.0102,444.15598,0.042405184
21,0,1,686.29877,439.7219,0.041999858
21,0,2,686.10333,440.0004,0.028584879
21,0,3,680.3687,441.24402,0.8012638
21,0,4,699.6118,441.9126,0.72037554
21,0,5,668.8664,465.04352,0.9858079
21,0,6,709.56134,466.43518,0.9796112
21,0,7,654.1377,495.13086,0.83460516
21,0,8,717.45355,497.07935,0.74747735
21,0,9,652.2093,508.27673,0.3470211
21,0,10,711.33765,510.86,0.27246583
21,0,11,674.563,521.01263,0.87735647
21,0,12,701.84216,521.5856,0.85682917
21,0,13,669.1543,549.70355,0.15416612
21,0,14,704.23193,550.55804,0.13089256
21,0,15,673.431,570.5354,0.027082754
21,0,16,704.03516,571.95593,0.023699492
21,1,0,688.3403,444.3184,0.08908972
21,1,1,688.483,439.95206,0.057346873
21,1,2,689.667,440.08862,0.04869748
21,1,3,681.30054,441.4336,0.6043888
21,1,4,698.98987,441.3602,0.54212415
21,1,5,671.90405,465.49902,0.9811133
21,1,6,704.45325,466.4092,0.96898997
21,1,7,655.6717,493.76898,0.8749086
21,1,8,717.1429,497.00256,0.760828
21,1,9,653.276,511.70044,0.5757589
21,1,10,715.37,509.2569,0.41516474
21,1,11,678.12506,523.03625,0.975989
21,1,12,698.21814,523.4403,0.96860796
21,1,13,684.00134,561.4826,0.88053703
21,1,14,699.2663,560.98834,0.8396668
21,1,15,689.33405,608.22565,0.6900463
21,1,16,698.61786,606.5354,0.62997645
22,0,0,681.5554,443.99545,0.042166475
22,0,1,682.485,439.69284,0.039132647
22,0,2,682.24603,439.96106,0.029954707
22,0,3,674.6923,441.66714,0.76172966
22,0,4,693.57574,442.29013,0.7047022
22,0,5,664.0353,465.83356,0.9790723
22,0,6,703.2575,467.06784,0.969308
22,0,7,650.7526,496.20874,0.7791577
22,0,8,710.2272,498.20807,0.6738165
22,0,9,649.24164,506.1828,0.29018298
22,0,10,703.9847,508.45123,0.22372475
22,0,11,668.7041,522.1062,0.8068685
22,0,12,695.64636,522.4822,0.7762597
22,0,13,662.2079,547.2128,0.09888379
22,0,14,698.6241,547.7656,0.08309525
22,0,15,665.0694,566.6206,0.018395016
22,0,16,699.7689,567.954,0.016051386
22,1,0,682.801,444.42056,0.057572536
22,1,1,682.83136,439.74997,0.035442494
22,1,2,684.18427,440.10837,0.029400697
22,1,3,674.35583,441.61905,0.5995202
22,1,4,693.37384,441.84747,0.5683466
22,1,5,663.0249,466.15192,0.986371
22,1,6,701.2292,467.04727,0.9668648
22,1,7,650.0084,495.8216,0.8869368
22,1,8,710.644,498.12427,0.64734644
22,1,9,646.4042,515.06775,0.53211445
22,1,10,706.7763,509.19977,0.2491618
22,1,11,669.7145,525.7621,0.98535514
22,1,12,694.02374,526.5019,0.9749629
22,1,13,671.7777,573.7646,0.91141224
22,1,14,692.0345,572.6809,0.832099
22,1,15,681.2787,621.48944,0.688266
22,1,16,692.6423,618.4672,0.5525599
23,0,0,666.0622,443.5499,0.056932706
23,0,1,666.8085,438.95355,0.032254163
23,0,2,668.3246,439.21185,0.024512362
23,0,3,662.1391,440.91806,0.6467245
23,0,4,681.67596,440.3047,0.5690864
23,0,5,653.2987,465.2491,0.99137926
23,0,6,691.79095,465.31873,0.9839835
23,0,7,644.6177,495.3703,0.9312575
23,0,8,705.47095,494.5536,0.83486253
23,0,9,641.1113,522.9484,0.66527647
23,0,10,704.0676,508.682,0.46902573
23,0,11,659.85767,522.9681,0.9934995
23,0,12,685.7528,523.09735,0.99075353
23,0,13,658.4893,569.30023,0.9488621
23,0,14,688.2698,568.4282,0.9201618
23,0,15,659.658,616.18665,0.7558775
23,0,16,686.8567,613.5802,0.68040645
24,0,0,666.27966,443.4057,0.05162653
24,0,1,666.9424,438.82596,0.028720802
24,0,2,668.45795,439.1699,0.02198703
24,0,3,662.2466,440.67838,0.6346272
24,0,4,681.8099,440.19302,0.5677402
24,0,5,653.64636,465.84317,0.99265045
24,0,6,692.39886,465.55493,0.9840344
24,0,7,644.3097,496.53503,0.94149476
24,0,8,706.0992,495.34155,0.82556677
24,0,9,641.1845,523.4902,0.6866411
24,0,10,701.7925,510.0266,0.45054072
24,0,11,659.7636,524.1206,0.9952885
24,0,12,685.8763,524.0919,0.99269706
24,0,13,659.11707,569.9501,0.9624704
24,0,14,688.44366,569.1057,0.9352387
24,0,15,660.1539,616.8387,0.8053729
24,0,16,686.9199,613.52527,0.7245946
25,0,0,548.3444,435.0875,0.10253252
25,0,1,548.852,431.3625,0.09177209
25,0,2,550.26514,430.90558,0.023495134
25,0,3,552.1147,432.48077,0.6225373
25,0,4,566.7399,429.57837,0.15685189
25,0,5,562.33734,451.05206,0.9842085
25,0,6,578.0831,446.24646,0.8889165
25,0,7,568.4751,482.80948,0.94857186
25,0,8,593.7602,476.04904,0.45664397
25,0,9,553.83777,501.75385,0.80799997
25,0,10,580.7464,497.95184,0.27957875
25,0,11,587.08307,497.51898,0.99230546
25,0,12,598.0296,495.0614,0.97871953
25,0,13,577.2935,533.78064,0.98165566
25,0,14,590.505,530.34705,0.94143915
25,0,15,581.04865,573.48047,0.9429261
25,0,16,595.8419,566.8489,0.8682174
25,1,0,660.18677,439.58,0.054777827
25,1,1,661.3171,435.31912,0.032302056
25,1,2,663.18823,435.36108,0.023021922
25,1,3,657.7591,438.35065,0.6421278
25,1,4,676.9827,437.0917,0.53715163
25,1,5,649.46204,463.02185,0.9925541
25,1,6,684.22,461.69098,0.98449534
25,1,7,639.1832,493.34064,0.938837
25,1,8,697.3726,490.05035,0.82337946
